code,year_,freq,ITEM6008,ITEM7011,ITEM8406
59463,2011,A,FI0009013403,37542,121168.29151
59463,2012,A,FI0009013403,39851,123181.35053
59463,2013,A,FI0009013403,43298,118351.88692
59463,2014,A,FI0009013403,47064,129551.24936
59463,2015,A,FI0009013403,49734,144888.80846
59463,2016,A,FI0009013403,52104,146493.55136
59463,2017,A,FI0009013403,55075,135624.14889
59463,2018,A,FI0009013403,57359,130411.96674
59463,2019,A,FI0009013403,59825,139089.00961
59463,2020,A,FI0009013403,,
59464,2010,A,FI0009013403,,
59464,2011,A,FI0009013403,,
59464,2012,A,FI0009013403,,
59464,2013,A,FI0009013403,,
59464,2014,A,FI0009013403,,
59464,2015,A,FI0009013403,,
59464,2016,A,FI0009013403,,
59464,2017,A,FI0009013403,,
59464,2018,A,FI0009013403,,
59464,2019,A,FI0009013403,,
103929,2010,A,ES0109067019,7778,679425.17357
103929,2011,A,ES0109067019,8161,613982.60017
103929,2012,A,ES0109067019,9163,559066.02641
103929,2013,A,ES0109067019,10502,514124.73815
103929,2014,A,ES0109067019,11951,513721.4459
103929,2015,A,ES0109067019,12807,545870.61763
103929,2016,A,ES0109067019,13881,558497.22642
103929,2017,A,ES0109067019,14963,525469.49141
103929,2018,A,ES0109067019,16920,597529.55083
103929,2019,A,ES0109067019,17789,582590.36483
103929,2020,A,ES0109067019,,
120900,2010,A,DE000A1ML7J1,1068,9855337.0787
120900,2011,A,DE000A1ML7J1,1230,8441463.4146
120900,2012,A,DE000A1ML7J1,2204,4809210.5263
120900,2013,A,DE000A1ML7J1,2935,3778466.7802
120900,2014,A,DE000A1ML7J1,3850,3829662.3377
120900,2015,A,DE000A1ML7J1,6368,4850314.0704
120900,2016,A,DE000A1ML7J1,7437,4370377.8405
120900,2017,A,DE000A1ML7J1,8448,4439630.6818
120900,2018,A,DE000A1ML7J1,9923,4971631.563
120900,2019,A,DE000A1ML7J1,10345,5455621.073
120900,2020,A,DE000A1ML7J1,,
136094,2014,A,NL0012969182,,
136094,2015,A,NL0012969182,338,2427505.9172
136094,2016,A,NL0012969182,464,2962161.6379
136094,2017,A,NL0012969182,668,1699962.5749
136094,2018,A,NL0012969182,873,2121556.701
136094,2019,A,NL0012969182,1182,2146650.5922
136094,2020,A,NL0012969182,,
137375,2010,A,IE00BZ12WP82,26261,581622.93896
137375,2011,A,IE00BZ12WP82,26184,624656.27864
137375,2012,A,IE00BZ12WP82,26539,681638.34357
137375,2013,A,IE00BZ12WP82,27560,732329.46299
137375,2014,A,IE00BZ12WP82,27780,709287.25702
137375,2015,A,IE00BZ12WP82,26657,682785.00957
137375,2016,A,IE00BZ12WP82,26498,722582.83644
137375,2017,A,IE00BZ12WP82,26461,764823.70281
137375,2018,A,IE00BZ12WP82,80820,1149170.9973
137375,2019,A,IE00BZ12WP82,79886,1081153.1432
137375,2020,A,IE00BZ12WP82,,
140111,2017,A,NL0013654783,10739,1561473.3215
140111,2018,A,NL0013654783,12559,2040183.1356
140111,2019,A,NL0013654783,15078,1941136.6892
140111,2020,A,NL0013654783,,
